12 48 133.443785
12 49 133.417713
12 50 133.396396
12 51 133.380090
12 52 133.369258
12 53 133.364232
12 54 133.365160
12 55 133.371991
12 56 133.384419
12 57 133.401800
12 58 133.422952
12 59 133.445775
13 48 133.419640
13 49 133.396396
13 50 133.379517
13 51 133.368744
13 52 133.364128
13 53 133.365743
13 54 133.373566
13 55 133.387393
13 56 133.406754
13 57 133.430792
13 58 133.458128
13 59 133.486901
14 48 133.398382
14 49 133.380090
14 50 133.368744
14 51 133.364086
14 52 133.366066
14 53 133.374668
14 54 133.389799
14 55 133.411191
14 56 133.438295
14 57 133.470187
14 58 133.505528
14 59 133.542668
15 48 133.381602
15 49 133.369258
15 50 133.364128
15 51 133.366066
15 52 133.375061
15 53 133.391131
15 54 133.414210
15 55 133.444057
15 56 133.480152
15 57 133.521599
15 58 133.567059
15 59 133.614667
16 48 133.370114
16 49 133.364232
16 50 133.365743
16 51 133.374668
16 52 133.391131
16 53 133.415276
16 54 133.447169
16 55 133.486695
16 56 133.533448
16 57 133.586594
16 58 133.644676
16 59 133.705329
17 48 133.364344
17 49 133.365160
17 50 133.373566
17 51 133.389799
17 52 133.414210
17 53 133.447169
17 54 133.488973
17 55 133.539742
17 56 133.599282
17 57 133.666878
17 58 133.740919
17 59 133.818309
18 48 133.364444
18 49 133.371991
18 50 133.387393
18 51 133.411191
18 52 133.444057
18 53 133.486695
18 54 133.539742
18 55 133.603687
18 56 133.678727
18 57 133.764461
18 58 133.859256
18 59 133.959116
19 48 133.370320
19 49 133.384419
19 50 133.406754
19 51 133.438295
19 52 133.480152
19 53 133.533448
19 54 133.599282
19 55 133.678727
19 56 133.772718
19 57 133.881666
19 58 134.004476
19 59 134.136359
20 48 133.381618
20 49 133.401800
20 50 133.430792
20 51 133.470187
20 52 133.521599
20 53 133.586594
20 54 133.666878
20 55 133.764461
20 56 133.881666
20 57 134.020828
20 58 134.183055
20 59 134.364263
21 48 133.397627
21 49 133.422952
21 50 133.458128
21 51 133.505528
21 52 133.567059
21 53 133.644676
21 54 133.740919
21 55 133.859256
21 56 134.004476
21 57 134.183055
21 58 134.402789
21 59 134.667781
22 48 133.416956
22 49 133.445775
22 50 133.486901
22 51 133.542668
22 52 133.614667
22 53 133.705329
22 54 133.818309
22 55 133.959116
22 56 134.136359
22 57 134.364263
22 58 134.667781
22 59 135.090125
23 48 133.435863
23 49 133.467217
23 50 133.515459
23 51 133.579772
23 52 133.661881
23 53 133.764913
23 54 133.893723
23 55 134.055989
23 56 134.264691
23 57 134.544360
23 58 134.950859
23 59 135.658499
