48 0 135.876661
48 1 135.265404
48 2 134.810779
48 3 134.483543
48 4 134.237252
48 5 134.045089
48 6 133.891774
48 7 133.768068
48 8 133.668077
48 9 133.587916
48 10 133.525041
48 11 133.477843
49 0 135.115547
49 1 134.810779
49 2 134.525118
49 3 134.287770
49 4 134.094326
49 5 133.936410
49 6 133.807070
49 7 133.701175
49 8 133.615020
49 9 133.545911
49 10 133.491779
49 11 133.450572
50 0 134.677787
50 1 134.483543
50 2 134.287770
50 3 134.112062
50 4 133.960806
50 5 133.832814
50 6 133.725583
50 7 133.636626
50 8 133.563801
50 9 133.505286
50 10 133.459396
50 11 133.424357
51 0 134.376021
51 1 134.237252
51 2 134.094326
51 3 133.960806
51 4 133.841834
51 5 133.738586
51 6 133.650621
51 7 133.576941
51 8 133.516397
51 9 133.467806
51 10 133.429943
51 11 133.401572
52 0 134.150209
52 1 134.045089
52 2 133.936410
52 3 133.832814
52 4 133.738586
52 5 133.655473
52 6 133.583907
52 7 133.523674
52 8 133.474248
52 9 133.434934
52 10 133.404956
52 11 133.383556
53 0 133.973990
53 1 133.891774
53 2 133.807070
53 3 133.725583
53 4 133.650621
53 5 133.583907
53 6 133.526205
53 7 133.477722
53 8 133.438327
53 9 133.407693
53 10 133.385401
53 11 133.371050
54 0 133.833425
54 1 133.768068
54 2 133.701175
54 3 133.636626
54 4 133.576941
54 5 133.523674
54 6 133.477722
54 7 133.439524
54 8 133.409206
54 9 133.386694
54 10 133.371820
54 11 133.364424
55 0 133.720285
55 1 133.668077
55 2 133.615020
55 3 133.563801
55 4 133.516397
55 5 133.474248
55 6 133.438327
55 7 133.409206
55 8 133.387156
55 9 133.372249
55 10 133.364463
55 11 133.363784
56 0 133.629388
56 1 133.587916
56 2 133.545911
56 3 133.505286
56 4 133.467806
56 5 133.434934
56 6 133.407693
56 7 133.386694
56 8 133.372249
56 9 133.364472
56 10 133.363384
56 11 133.369026
57 0 133.557442
57 1 133.525041
57 2 133.491779
57 3 133.459396
57 4 133.429943
57 5 133.404956
57 6 133.385401
57 7 133.371820
57 8 133.364463
57 9 133.363384
57 10 133.368535
57 11 133.379874
58 0 133.502727
58 1 133.477843
58 2 133.450572
58 3 133.424357
58 4 133.401572
58 5 133.383556
58 6 133.371050
58 7 133.364424
58 8 133.363784
58 9 133.369026
58 10 133.379874
58 11 133.395925
59 0 133.466523
59 1 133.443785
59 2 133.419640
59 3 133.398382
59 4 133.381602
59 5 133.370114
59 6 133.364344
59 7 133.364444
59 8 133.370320
59 9 133.381618
59 10 133.397627
59 11 133.416956
