0 48 135.876661
0 49 135.265404
0 50 134.810779
0 51 134.483543
0 52 134.237252
0 53 134.045089
0 54 133.891774
0 55 133.768068
0 56 133.668077
0 57 133.587916
0 58 133.525041
0 59 133.477843
1 48 135.115547
1 49 134.810779
1 50 134.525118
1 51 134.287770
1 52 134.094326
1 53 133.936410
1 54 133.807070
1 55 133.701175
1 56 133.615020
1 57 133.545911
1 58 133.491779
1 59 133.450572
2 48 134.677787
2 49 134.483543
2 50 134.287770
2 51 134.112062
2 52 133.960806
2 53 133.832814
2 54 133.725583
2 55 133.636626
2 56 133.563801
2 57 133.505286
2 58 133.459396
2 59 133.424357
3 48 134.376021
3 49 134.237252
3 50 134.094326
3 51 133.960806
3 52 133.841834
3 53 133.738586
3 54 133.650621
3 55 133.576941
3 56 133.516397
3 57 133.467806
3 58 133.429943
3 59 133.401572
4 48 134.150209
4 49 134.045089
4 50 133.936410
4 51 133.832814
4 52 133.738586
4 53 133.655473
4 54 133.583907
4 55 133.523674
4 56 133.474248
4 57 133.434934
4 58 133.404956
4 59 133.383556
5 48 133.973990
5 49 133.891774
5 50 133.807070
5 51 133.725583
5 52 133.650621
5 53 133.583907
5 54 133.526205
5 55 133.477722
5 56 133.438327
5 57 133.407693
5 58 133.385401
5 59 133.371050
6 48 133.833425
6 49 133.768068
6 50 133.701175
6 51 133.636626
6 52 133.576941
6 53 133.523674
6 54 133.477722
6 55 133.439524
6 56 133.409206
6 57 133.386694
6 58 133.371820
6 59 133.364424
7 48 133.720285
7 49 133.668077
7 50 133.615020
7 51 133.563801
7 52 133.516397
7 53 133.474248
7 54 133.438327
7 55 133.409206
7 56 133.387156
7 57 133.372249
7 58 133.364463
7 59 133.363784
8 48 133.629388
8 49 133.587916
8 50 133.545911
8 51 133.505286
8 52 133.467806
8 53 133.434934
8 54 133.407693
8 55 133.386694
8 56 133.372249
8 57 133.364472
8 58 133.363384
8 59 133.369026
9 48 133.557442
9 49 133.525041
9 50 133.491779
9 51 133.459396
9 52 133.429943
9 53 133.404956
9 54 133.385401
9 55 133.371820
9 56 133.364463
9 57 133.363384
9 58 133.368535
9 59 133.379874
10 48 133.502727
10 49 133.477843
10 50 133.450572
10 51 133.424357
10 52 133.401572
10 53 133.383556
10 54 133.371050
10 55 133.364424
10 56 133.363784
10 57 133.369026
10 58 133.379874
10 59 133.395925
11 48 133.466523
11 49 133.443785
11 50 133.419640
11 51 133.398382
11 52 133.381602
11 53 133.370114
11 54 133.364344
11 55 133.364444
11 56 133.370320
11 57 133.381618
11 58 133.397627
11 59 133.416956
