24 24 135.876661
24 25 135.265404
24 26 134.810779
24 27 134.483543
24 28 134.237252
24 29 134.045089
24 30 133.891774
24 31 133.768068
24 32 133.668077
24 33 133.587916
24 34 133.525041
24 35 133.477843
25 24 135.115547
25 25 134.810779
25 26 134.525118
25 27 134.287770
25 28 134.094326
25 29 133.936410
25 30 133.807070
25 31 133.701175
25 32 133.615020
25 33 133.545911
25 34 133.491779
25 35 133.450572
26 24 134.677787
26 25 134.483543
26 26 134.287770
26 27 134.112062
26 28 133.960806
26 29 133.832814
26 30 133.725583
26 31 133.636626
26 32 133.563801
26 33 133.505286
26 34 133.459396
26 35 133.424357
27 24 134.376021
27 25 134.237252
27 26 134.094326
27 27 133.960806
27 28 133.841834
27 29 133.738586
27 30 133.650621
27 31 133.576941
27 32 133.516397
27 33 133.467806
27 34 133.429943
27 35 133.401572
28 24 134.150209
28 25 134.045089
28 26 133.936410
28 27 133.832814
28 28 133.738586
28 29 133.655473
28 30 133.583907
28 31 133.523674
28 32 133.474248
28 33 133.434934
28 34 133.404956
28 35 133.383556
29 24 133.973990
29 25 133.891774
29 26 133.807070
29 27 133.725583
29 28 133.650621
29 29 133.583907
29 30 133.526205
29 31 133.477722
29 32 133.438327
29 33 133.407693
29 34 133.385401
29 35 133.371050
30 24 133.833425
30 25 133.768068
30 26 133.701175
30 27 133.636626
30 28 133.576941
30 29 133.523674
30 30 133.477722
30 31 133.439524
30 32 133.409206
30 33 133.386694
30 34 133.371820
30 35 133.364424
31 24 133.720285
31 25 133.668077
31 26 133.615020
31 27 133.563801
31 28 133.516397
31 29 133.474248
31 30 133.438327
31 31 133.409206
31 32 133.387156
31 33 133.372249
31 34 133.364463
31 35 133.363784
32 24 133.629388
32 25 133.587916
32 26 133.545911
32 27 133.505286
32 28 133.467806
32 29 133.434934
32 30 133.407693
32 31 133.386694
32 32 133.372249
32 33 133.364472
32 34 133.363384
32 35 133.369026
33 24 133.557442
33 25 133.525041
33 26 133.491779
33 27 133.459396
33 28 133.429943
33 29 133.404956
33 30 133.385401
33 31 133.371820
33 32 133.364463
33 33 133.363384
33 34 133.368535
33 35 133.379874
34 24 133.502727
34 25 133.477843
34 26 133.450572
34 27 133.424357
34 28 133.401572
34 29 133.383556
34 30 133.371050
34 31 133.364424
34 32 133.363784
34 33 133.369026
34 34 133.379874
34 35 133.395925
35 24 133.466523
35 25 133.443785
35 26 133.419640
35 27 133.398382
35 28 133.381602
35 29 133.370114
35 30 133.364344
35 31 133.364444
35 32 133.370320
35 33 133.381618
35 34 133.397627
35 35 133.416956
