48 12 133.443785
48 13 133.417713
48 14 133.396396
48 15 133.380090
48 16 133.369258
48 17 133.364232
48 18 133.365160
48 19 133.371991
48 20 133.384419
48 21 133.401800
48 22 133.422952
48 23 133.445775
49 12 133.419640
49 13 133.396396
49 14 133.379517
49 15 133.368744
49 16 133.364128
49 17 133.365743
49 18 133.373566
49 19 133.387393
49 20 133.406754
49 21 133.430792
49 22 133.458128
49 23 133.486901
50 12 133.398382
50 13 133.380090
50 14 133.368744
50 15 133.364086
50 16 133.366066
50 17 133.374668
50 18 133.389799
50 19 133.411191
50 20 133.438295
50 21 133.470187
50 22 133.505528
50 23 133.542668
51 12 133.381602
51 13 133.369258
51 14 133.364128
51 15 133.366066
51 16 133.375061
51 17 133.391131
51 18 133.414210
51 19 133.444057
51 20 133.480152
51 21 133.521599
51 22 133.567059
51 23 133.614667
52 12 133.370114
52 13 133.364232
52 14 133.365743
52 15 133.374668
52 16 133.391131
52 17 133.415276
52 18 133.447169
52 19 133.486695
52 20 133.533448
52 21 133.586594
52 22 133.644676
52 23 133.705329
53 12 133.364344
53 13 133.365160
53 14 133.373566
53 15 133.389799
53 16 133.414210
53 17 133.447169
53 18 133.488973
53 19 133.539742
53 20 133.599282
53 21 133.666878
53 22 133.740919
53 23 133.818309
54 12 133.364444
54 13 133.371991
54 14 133.387393
54 15 133.411191
54 16 133.444057
54 17 133.486695
54 18 133.539742
54 19 133.603687
54 20 133.678727
54 21 133.764461
54 22 133.859256
54 23 133.959116
55 12 133.370320
55 13 133.384419
55 14 133.406754
55 15 133.438295
55 16 133.480152
55 17 133.533448
55 18 133.599282
55 19 133.678727
55 20 133.772718
55 21 133.881666
55 22 134.004476
55 23 134.136359
56 12 133.381618
56 13 133.401800
56 14 133.430792
56 15 133.470187
56 16 133.521599
56 17 133.586594
56 18 133.666878
56 19 133.764461
56 20 133.881666
56 21 134.020828
56 22 134.183055
56 23 134.364263
57 12 133.397627
57 13 133.422952
57 14 133.458128
57 15 133.505528
57 16 133.567059
57 17 133.644676
57 18 133.740919
57 19 133.859256
57 20 134.004476
57 21 134.183055
57 22 134.402789
57 23 134.667781
58 12 133.416956
58 13 133.445775
58 14 133.486901
58 15 133.542668
58 16 133.614667
58 17 133.705329
58 18 133.818309
58 19 133.959116
58 20 134.136359
58 21 134.364263
58 22 134.667781
58 23 135.090125
59 12 133.435863
59 13 133.467217
59 14 133.515459
59 15 133.579772
59 16 133.661881
59 17 133.764913
59 18 133.893723
59 19 134.055989
59 20 134.264691
59 21 134.544360
59 22 134.950859
59 23 135.658499
