24 36 133.443785
24 37 133.417713
24 38 133.396396
24 39 133.380090
24 40 133.369258
24 41 133.364232
24 42 133.365160
24 43 133.371991
24 44 133.384419
24 45 133.401800
24 46 133.422952
24 47 133.445775
25 36 133.419640
25 37 133.396396
25 38 133.379517
25 39 133.368744
25 40 133.364128
25 41 133.365743
25 42 133.373566
25 43 133.387393
25 44 133.406754
25 45 133.430792
25 46 133.458128
25 47 133.486901
26 36 133.398382
26 37 133.380090
26 38 133.368744
26 39 133.364086
26 40 133.366066
26 41 133.374668
26 42 133.389799
26 43 133.411191
26 44 133.438295
26 45 133.470187
26 46 133.505528
26 47 133.542668
27 36 133.381602
27 37 133.369258
27 38 133.364128
27 39 133.366066
27 40 133.375061
27 41 133.391131
27 42 133.414210
27 43 133.444057
27 44 133.480152
27 45 133.521599
27 46 133.567059
27 47 133.614667
28 36 133.370114
28 37 133.364232
28 38 133.365743
28 39 133.374668
28 40 133.391131
28 41 133.415276
28 42 133.447169
28 43 133.486695
28 44 133.533448
28 45 133.586594
28 46 133.644676
28 47 133.705329
29 36 133.364344
29 37 133.365160
29 38 133.373566
29 39 133.389799
29 40 133.414210
29 41 133.447169
29 42 133.488973
29 43 133.539742
29 44 133.599282
29 45 133.666878
29 46 133.740919
29 47 133.818309
30 36 133.364444
30 37 133.371991
30 38 133.387393
30 39 133.411191
30 40 133.444057
30 41 133.486695
30 42 133.539742
30 43 133.603687
30 44 133.678727
30 45 133.764461
30 46 133.859256
30 47 133.959116
31 36 133.370320
31 37 133.384419
31 38 133.406754
31 39 133.438295
31 40 133.480152
31 41 133.533448
31 42 133.599282
31 43 133.678727
31 44 133.772718
31 45 133.881666
31 46 134.004476
31 47 134.136359
32 36 133.381618
32 37 133.401800
32 38 133.430792
32 39 133.470187
32 40 133.521599
32 41 133.586594
32 42 133.666878
32 43 133.764461
32 44 133.881666
32 45 134.020828
32 46 134.183055
32 47 134.364263
33 36 133.397627
33 37 133.422952
33 38 133.458128
33 39 133.505528
33 40 133.567059
33 41 133.644676
33 42 133.740919
33 43 133.859256
33 44 134.004476
33 45 134.183055
33 46 134.402789
33 47 134.667781
34 36 133.416956
34 37 133.445775
34 38 133.486901
34 39 133.542668
34 40 133.614667
34 41 133.705329
34 42 133.818309
34 43 133.959116
34 44 134.136359
34 45 134.364263
34 46 134.667781
34 47 135.090125
35 36 133.435863
35 37 133.467217
35 38 133.515459
35 39 133.579772
35 40 133.661881
35 41 133.764913
35 42 133.893723
35 43 134.055989
35 44 134.264691
35 45 134.544360
35 46 134.950859
35 47 135.658499
